reportPeriod,ticker,period,sector,company,city,state,calendarDate,updated,dateKey,Price_Actual,Price_LQ,Delta_QoQ,Return_QoQ,Price_Avg,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,assetsCurrent,assetsNonCurrent,currentRatio,debtCurrent,debtNonCurrent,investmentsCurrent,investmentsNonCurrent,currentLiabilities,liabilitiesNonCurrent,workingCapital,Year,Month,Quarter,Yr-Q
2000-06-30,ESS,Q,RESIDENTIAL,Essex Property Trust,San Mateo,CA,2000-06-30,2020-02-21,2000-08-14,$18.72,- ,- ,- ,,0,1152876000,21.609,-31491000,22329000,22329000,7243000,10273000,1.336,475082000,475082000,0,0,0,0.044,0.61,16740000,16740000,0.395,16740000,16740000,10273000,0.56,0.55,0.56,391330000,391330000,1387244947,19,14.046,-17128000,-0.946,1,35169000,0.829,0,6467000,1605629000,0,97842000,522836000,934491947,-17849000,-1676000,777000,48265000,-9944000,32570000,-64782000,-32605000,14363000,0,10273000,10144000,10144000,0,0,0.239,12324000,22845000,22007000,1.089,2.388,19.171,18.775,1015869000,129000,50.88,5.87,5.788,6073000,-35619000,42412000,42412000,0,0,1170000,1,18366587,18109641,18617756,2.342,1152876000,0,0,0,63.661,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,AMT,Q,DATA CENTER,American Tower Corporation,Boston,MA,2000-06-30,2020-04-29,2000-08-14,$34.23,$40.54,($6.31),(15.57%),,0,5088344000,17.58,-93394000,518758000,518758000,119659000,-58632000,0.785,1955137000,1955137000,32904000,0,0,0,0,-36969000,-36969000,-0.221,-36969000,-36969000,-75406000,-0.36,-0.36,-0.36,2830812000,2830812000,9081433064,-122,156.977,-123673000,-0.768,1,47388000,0.284,2208288000,38437000,4111159000,27163000,161906000,2223010000,7645054064,378025000,-267297000,524260000,267197000,0,797350000,-389046000,-18602000,-30279000,0,-58632000,-58632000,-58632000,0,0,-0.351,74373000,-26985000,38814000,0,2.701,-57.928,-51.506,1774076000,0,42.75,17.411,15.677,161062000,-201059000,167047000,167047000,4196000,0,3084000,1,178831674,161021000,161021000,1.037,2880056000,142189000,-16774000,0,17.886,740101000,4348243000,3.605,5708000,1949429000,0,161906000,205276000,2017734000,534825000,2000,6,2,2000-2
2000-06-30,HR,Q,HEALTH CARE,Healthcare Realty Trust,Nashville,TN,2000-06-30,2020-02-13,2000-08-14,$4.05,$3.85,$0.20 ,5.11%,,0,1600236000,25.63,-35037000,2500000,2500000,5759000,21187000,0.58,557136000,557136000,0,10521000,0,0.114,0.56,32170000,42691000,0.856,42691000,32170000,21187000,0.49,0.49,0.49,1013056000,1013056000,1329728374,10,7.889,-288000,-0.007,1,44091000,0.884,0,10983000,2154872000,0,218698000,587180000,775092374,-2260000,0,257000,-13302000,-23933000,-36978000,-31000,35006000,34749000,0,21187000,21187000,21187000,0,0,0.425,11921000,32170000,19536000,1.143,0.765,8.978,9.559,1337200000,0,19.31,4.04,3.978,0,-33439000,49850000,49850000,0,0,1845000,1,40139429,39526317,40168158,1.261,1600236000,0,0,0,40.485,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,EQC,Q,OFFICE,Equity Commonwealth,Chicago,IL,2000-06-30,2020-02-14,2000-08-14,$5.65,$7.27,($1.62),(22.28%),,-8311000,2923135000,45.249,-1107000,9674000,9674000,34238000,28705000,0.959,1358392000,1358392000,0,16040000,7196000,0.166,0.8,54015000,70055000,0.693,70055000,54015000,28705000,0.88,0.88,0.88,1492470000,1492470000,2272359929,12,9.089,44949000,1.363,1,66807000,0.661,0,25310000,4271853000,0,313220000,1430665000,923641929,4460000,0,0,1724000,0,-40494000,-1102000,5000,46056000,0,28705000,28705000,28705000,0,0,0.284,18394000,48413000,56709000,0.909,0.619,11.039,11.111,2524139000,0,28,2.21,2.21,40145000,-472131000,101045000,101045000,0,0,4332000,1,32987212,32983750,32983750,3.063,2923135000,0,0,0,88.623,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,ADC,Q,NET LEASE,Agree Realty Corporation,Farmington Hills,MI,2000-06-30,2020-04-20,2000-08-09,$3.97,- ,- ,- ,,0,160078112,11.747,-4391631,184678,184678,663075,1755572,1.989,98964063,98964063,0,1025342,53526,0.123,0.46,3513831,4539173,0.782,4539173,3513831,1755572,0.4,,0.4,51629432,51629432,164699420,12,9.654,-1211754,-0.276,1,5141089,0.886,0,1758259,258857497,0,272075,102692439,65920035,-73077,173578,0,3379393,-2333219,965099,-4218053,0,3179877,0,1755572,1755572,1755572,0,0,0.302,1531986,3609103,986655,1.15,1.277,9.652,9.615,156868982,0,15,2.892,2.893,190335,-11342974,5804164,5804164,0,59000,419696,1,4394669,4395241,,1.321,160078112,0,0,0,36.421,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,EGP,Q,INDUSTRIAL,EastGroup Properties,Jackson,MS,2000-06-30,2020-02-14,2000-08-14,$7.83,$7.84,($0.02),(0.20%),,2307000,648619000,23.624,-21241000,3690000,3690000,5325000,7015000,0.757,261726000,261726000,0,5911000,0,0.066,0.38,11600000,17511000,0.742,17511000,11600000,7015000,0.29,0.29,0.29,369099000,369099000,620766466,11,7.829,-5565000,-0.356,1,18281000,0.774,0,4585000,906655000,0,19258000,279520000,362730466,813000,0,131000,14062000,-8440000,4561000,-19424000,555000,15676000,0,7015000,4513000,4513000,0,0,0.191,7180000,11101000,10886000,1.31,0.983,11.632,11.712,608667000,2502000,23.19,3.986,3.982,0,23762000,23606000,23606000,0,0,1269000,1,15641676,15624000,15785000,1.511,648619000,0,0,0,41.514,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,MAC,Q,MALL,Macerich,Santa Monica,CA,2000-06-30,2020-02-25,2000-08-14,$5.88,$5.37,$0.51 ,9.42%,,0,2310156000,17.539,-6699000,34954000,34954000,24208000,12244000,2.604,1513360000,1513360000,0,15040000,0,0.09,0.51,39192000,54232000,0.711,54232000,39192000,12244000,0.22,0.22,0.22,598930000,598930000,2247114225,8,6.433,16581000,0.486,1,52046000,0.683,0,26948000,3788562000,0,270724000,1559702000,768708225,4198000,78814000,0,-49649000,0,-79584000,60502000,0,23280000,0,12244000,7595000,7595000,0,0,0.1,16858000,35188000,23875000,2.318,1.283,7.19,7.166,1921806000,4649000,22.5,2.406,2.405,27342000,22243000,76254000,76254000,0,0,1712000,1,34164810,34149000,44796000,2.233,2310156000,0,0,0,67.649,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,UDR,Q,RESIDENTIAL,UDR,Highlands Ranch,CO,2000-06-30,2020-02-22,2000-08-11,$3.57,$3.18,$0.39 ,12.43%,,0,3585728000,12.268,-60065000,63642000,63642000,49597000,13277000,1.758,2075125000,2075125000,0,45304000,0,0.098,0.27,53029000,98333000,0.626,98333000,53029000,13277000,0.06,0.06,0.06,1266884000,1266884000,3149796737,14,8.659,-6370000,-0.062,1,107527000,0.684,0,39752000,5597211000,0,10865000,2227605000,1138313737,3381000,0,-3207000,-44961000,-28378000,-88138000,37824000,63674000,53695000,0,13277000,6233000,6233000,0,0,0.04,60158000,47369000,75089000,4.5,0.899,38.838,37.931,3446224000,7044000,11,1.825,1.821,0,-338079000,157124000,157124000,0,0,14523000,1,103483067,103271000,103470000,1.521,3585728000,0,0,35598000,34.722,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,SLG,Q,OFFICE,SL Green,New York,NY,2000-06-30,2020-03-01,2000-07-27,$12.60,- ,- ,- ,,0,1160842000,17.582,-5054000,46443000,46443000,23655000,15395000,1.358,507211000,507211000,1838000,8403000,18104000,0.048,0.36,25448000,33851000,0.599,33851000,25448000,15395000,0.53,0.53,0.53,427407000,427407000,1183397899,12,9.191,-2056000,-0.085,1,32839000,0.581,0,10053000,1621610000,0,148339000,580330000,722629899,5170000,4523000,2472000,18107000,-11959000,4741000,-2569000,-2038000,2998000,0,15395000,12988000,12988000,0,0,0.23,11593000,21246000,51354000,0.679,1.691,14.092,14.105,857582000,2407000,29.62,3.288,3.276,7632000,7565000,56494000,56494000,0,0,3190000,1,24396688,24309000,27045000,2.324,1160842000,0,0,0,47.754,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,WPC,Q,NET LEASE,WP Carey REIT,New York,NY,2000-06-30,2020-05-02,2000-08-14,$4.08,- ,- ,- ,,-1698000,960301000,22.887,11636000,8517000,8517000,3365000,-30041000,0.649,343179000,343179000,0,4100000,0,0.098,0.42,-22202000,-18102000,-0.68,-18102000,-22202000,-29076000,-1.18,-1.18,-1.18,581918000,581918000,909668942,51,28.789,22244000,0.875,1,23246000,0.874,88479000,6874000,1206484000,0,329324000,377888000,575006942,-692000,-180000,-3517000,3311000,-10766000,-11485000,189000,-11267000,10608000,-4000,-30041000,-30041000,-30041000,0,0,-1.129,44836000,-21590000,5361000,-0.356,0.988,-98.731,-74.174,508346000,0,17.06,6.027,4.547,1266000,-56977000,26611000,26611000,0,-605000,2405000,1,33704979,25425965,25425965,1.047,871822000,0,965000,0,34.289,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,CPT,Q,RESIDENTIAL,Camden Property Trust,Houston,TX,2000-06-30,2020-03-06,2000-08-04,$10.36,$9.37,$1.00 ,10.66%,,0,2507497000,25.674,-35052000,8195000,8195000,38318000,12937000,1.355,1217328000,1217328000,0,25244000,0,0.087,0.56,30542000,55786000,0.551,55786000,30542000,12937000,0.28,0.27,0.28,973719000,973719000,2398999820,20,10.935,9012000,0.238,1,63009000,0.622,0,17605000,3716630000,0,0,1319445000,1189866820,-2672000,0,0,13735000,-28504000,-14036000,-32700000,2758000,44064000,0,12937000,10594000,10594000,0,0,0.105,28870000,34139000,49444000,2,1.222,24.294,24.896,2429369000,2343000,31.12,3.042,3.018,4308000,-152489000,101327000,101327000,0,0,3626000,1,38234795,37927000,41146000,2.672,2507497000,0,0,20738000,66.114,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,KRC,Q,OFFICE,Kilroy Realty Corp,Los Angeles,CA,2000-06-30,2020-04-30,2000-08-14,$10.40,- ,- ,- ,,0,1423063000,16.332,-23584000,22840000,22840000,9123000,12804000,1.766,691034000,691034000,0,9645000,0,0.066,0.45,22752000,32397000,0.714,32397000,22752000,12804000,0.49,0.49,0.49,428855000,428855000,1370849424,19,12.259,-21000,-0.001,1,36237000,0.799,0,9948000,2091257000,0,45278000,757454000,702655424,7217000,840000,12000,65692000,-13511000,51676000,-68022000,-45278000,23563000,0,12804000,12804000,12804000,0,0,0.282,8326000,27911000,32165000,0.918,1.638,16.903,17.359,1278155000,0,26.56,4.086,4.055,25621000,-19877000,45360000,45360000,0,134000,2555000,1,26455400,26258821,26348049,1.727,1423063000,0,0,0,54.194,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,LSI,Q,SELF STORAGE,LifeStorage REIT,Amherst,NY,2000-06-30,2020-02-26,2000-08-11,$4.51,- ,- ,- ,,0,539538000,23.109,-4735000,1903000,1903000,6595000,5984000,0.857,222727000,222727000,3639000,3526000,0,0.114,0.57,10262000,13788000,0.619,13788000,10262000,5984000,0.44,0.44,0.44,277930000,277930000,459813514,11,8.471,5144000,0.428,1,15694000,0.704,0,4278000,760362000,0,0,238169000,238989514,655000,0,-3336000,6987000,-6915000,-4489000,-4735000,0,9879000,0,5984000,5245000,5245000,0,0,0.235,5008000,10686000,4968000,1.295,0.86,10.557,10.778,530817000,739000,19.94,2.707,2.716,2937000,-16787000,22289000,22289000,0,0,1482000,1,11985432,12026709,12028281,1.853,539538000,0,0,0,44.862,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,BXP,Q,OFFICE,Boston Properties,Boston,MA,2000-06-30,2020-03-02,2000-08-14,$14.79,$12.01,$2.78 ,23.12%,,9528000,5539054000,15.796,-99865000,6319000,6319000,64035000,36523000,3.321,3395068000,3395068000,0,32395000,0,0.045,0.53,92766000,125161000,0.576,125161000,92766000,36523000,0.51,0.51,0.51,1074177000,1074177000,6290333383,18,13.136,-19407000,-0.285,1,153224000,0.705,0,56243000,8927803000,0,97769000,3567426000,2901584383,-12016000,4723000,1070000,31461000,-48617000,-20052000,-72422000,-2295000,80458000,0,36523000,34880000,34880000,0,0,0.161,40984000,112240000,53922000,1.039,2.701,22.731,22.426,5176503000,1643000,42.16,3.476,3.434,32340000,-11670000,217259000,217259000,0,53000,8589000,1,68823159,68003000,69934000,3.195,5539054000,0,0,0,81.453,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,REG,Q,STRIP CENTER,Regency Centers,Jacksonville,FL,2000-06-30,2020-02-19,2000-08-14,$8.61,- ,- ,- ,,0,2761975368,14.62,-122189186,37907422,37907422,18893143,16117044,1.362,1078633803,1078633803,0,14625223,8344141,0.082,0.48,33496209,48121432,0.558,48121432,33496209,16117044,0.27,0.27,0.27,831789995,831789995,2363486190,15,11.36,-74649962,-1.312,1,67370031,0.781,0,17379165,3802701749,0,24349824,1132934923,1322759809,10098034,-22133240,10450,28105447,-27136997,60030513,-97471703,15673125,47539224,0,16117044,15417585,15417585,0,0,0.179,19306125,48063906,45956979,1.778,1.59,15.23,15.397,2645069874,699459,23.25,3.909,3.909,32885659,-44031759,86263174,86263174,0,1207389,3761187,1,56892895,56892895,,1.516,2761975368,0,0,0,48.547,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,BFS,Q,STRIP CENTER,Saul Centers,Bethesda,MD,2000-06-30,2020-02-28,2000-08-14,$5.88,$5.74,$0.15 ,2.55%,,0,319202000,-2.318,-6444000,33859000,33859000,3513000,5183000,-11.03,327236000,327236000,2629000,3340000,0,0.098,0.39,9036000,12376000,0.652,12376000,9036000,3166000,0.24,0.24,0.24,-31826000,-31826000,512243529,14,10.225,-1709000,-0.124,1,15475000,0.815,0,5870000,612579000,0,0,351028000,218866529,-2567000,0,1965000,8053000,-7322000,2692000,-9994000,-3550000,4735000,0,3166000,3166000,3166000,0,2017000,0.167,4206000,11269000,21163000,1.625,-6.877,15.751,15.327,261811000,0,15.94,2.872,2.872,3171000,-80485000,18988000,18988000,0,0,970000,1,13730648,13730648,,1.383,319202000,0,0,0,23.247,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,AVB,Q,RESIDENTIAL,AvalonBay,Arlington,VA,2000-06-30,2020-02-22,2000-08-14,$17.52,$15.18,$2.34 ,15.45%,,0,4269597000,35.974,-114112000,40747000,40747000,46461000,50657000,0.765,1678717000,1678717000,0,31209000,0,0.046,0.56,71020000,102229000,0.73,102229000,71020000,50657000,0.61,0.6,0.61,2396906000,2396906000,4748910600,16,11.491,-42914000,-0.644,1,93497000,0.668,0,20363000,5907567000,0,32253000,1833617000,3110940600,-6404000,26127000,12263000,64658000,-46887000,37903000,-115505000,0,71198000,0,50657000,40712000,40712000,0,0,0.291,34494000,59003000,0,0.918,1.298,17.64,17.487,4126759000,9945000,46.69,5.781,5.781,0,-65725000,139958000,139958000,0,582000,3285000,1,66629698,66629698,,2.101,4269597000,0,0,0,64.079,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,FRT,Q,STRIP CENTER,Federal Realty,Rockville,MD,2000-06-30,2020-02-11,2000-07-26,$8.27,- ,- ,- ,,0,1544483000,12.393,-37728000,18686000,18686000,19944000,18074000,2.229,956105000,956105000,0,13338000,5146000,0.086,0.45,35110000,48448000,0.704,48448000,35110000,18074000,0.42,0.41,0.42,478377000,478377000,1763214473,14,10.026,-11209000,-0.29,1,48862000,0.71,0,17036000,2481902000,0,45936000,1066106000,825795473,4975000,47157000,1387000,-17638000,-19066000,-35067000,13523000,5788000,26519000,0,18074000,16087000,16087000,-3681000,0,0.234,16206000,32656000,31540000,1.071,1.726,15.778,15.627,1423442000,1987000,20.94,3.005,2.941,18807000,-293518000,68806000,68806000,0,0,2868000,1,39436269,38601000,39782000,1.782,1544483000,0,0,0,40.011,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,OFC,Q,OFFICE,Corporate Office Properties Trust,Columbia,MD,2000-06-30,2020-02-20,2000-08-04,$3.41,- ,- ,- ,,0,760234000,10.586,-21390000,3533000,3533000,7437000,3712000,2.317,436679000,436679000,0,4307000,4277000,0.095,0.19,11116000,15423000,0.584,15423000,11116000,3712000,0.14,0.14,0.14,198080000,198080000,620256910,15,11.147,-12454000,-0.666,1,18980000,0.718,0,7404000,1193380000,0,4095000,458958000,187110910,-239000,250000,-1327000,26920000,-6917000,17761000,-26936000,0,8936000,0,3712000,2593000,2593000,0,0,0.098,5467000,13513000,11245000,1.357,0.945,17.127,15.873,728060000,1119000,10,1.963,1.963,9396000,-9293000,26417000,26417000,0,0,1160000,1,18711091,18711091,,1.412,760234000,0,0,0,40.63,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,MAA,Q,RESIDENTIAL,MAA REIT,Germantown,TN,2000-06-30,2020-02-21,2000-08-14,$7.81,- ,- ,- ,,0,1305707000,25.687,-41193000,30962000,30962000,20259000,10644000,1.77,765476000,765476000,0,13477000,4798000,0.095,0.58,22962000,36439000,0.655,36439000,22962000,10644000,0.38,0.38,0.38,451688000,451688000,1160552841,13,8.264,-21818000,-1.241,1,35342000,0.636,0,12318000,2040221000,0,0,799651000,426038841,-2257000,51000,-2118000,-1848000,-11964000,-19958000,-1674000,0,19375000,0,10644000,6615000,6615000,0,0,0.119,16404000,18938000,1501000,1.526,0.943,19.562,20.208,1251563000,4029000,24.25,1.903,1.905,0,-100432000,55601000,55601000,0,-137000,3746000,1,17568612,17584000,17654000,3.162,1305707000,0,0,0,74.255,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,FR,Q,INDUSTRIAL,First Industrial,Chicago,IL,2000-06-30,2020-04-29,2000-08-14,$11.85,- ,- ,- ,,0,2591747000,27.33,-31038000,33766000,33766000,24549000,30624000,1.258,1214318000,1214318000,0,18665000,22213000,0.08,0.62,50915000,69580000,0.738,69580000,50915000,30624000,0.58,0.58,0.58,1064544000,1064544000,2380641430,11,8.565,-4783000,-0.123,1,69717000,0.74,0,20291000,3772299000,0,6078000,1338755000,1200089430,1141000,124000,5194000,46436000,-28461000,13877000,-38991000,13385000,26255000,0,30624000,22413000,22413000,0,0,0.238,14109000,55608000,102224000,1.069,1.127,12.637,12.423,2420616000,8211000,30.81,3.208,3.208,28908000,-119962000,94266000,94266000,0,0,4568000,1,38951296,38951296,,2.42,2591747000,0,0,0,66.538,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,O,Q,NET LEASE,Realty Income Corp,San Diego,CA,2000-06-30,2020-02-24,2000-08-11,$3.42,- ,- ,- ,,0,928392000,9.807,-25897000,2449000,2449000,466000,12863000,0.776,392300000,392300000,0,6844000,0,0.09,0.272,20334000,27178000,0.956,27178000,20334000,12863000,0.195,0.195,0.195,522856000,522856000,1031214065,13,9.724,-7980000,-0.15,1,27975000,0.984,18591000,7471000,1299652000,0,0,405536000,641363065,346000,0,-3212000,25400000,-14534000,5226000,-22797000,0,17917000,0,12863000,10435000,10435000,0,0,0.367,7641000,20334000,9710000,1.395,1.227,15.197,15.228,889627000,2428000,12.03,5.705,5.705,3048000,-209595000,28441000,28441000,0,0,1735000,1,53313638,53313638,,0.533,909801000,0,0,0,17.065,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,VTR,Q,HEALTH CARE,Ventas,Chicago,IL,2000-06-30,2020-02-24,2000-08-11,$1.02,$1.05,($0.03),(3.30%),,0,1034266000,0.292,0,115648000,115648000,0,7512000,51.101,923368000,923368000,0,10544000,0,0,0,31289000,41833000,0.698,41833000,31289000,7512000,0.11,0.11,0.11,19851000,19851000,1149794700,10,7.46,-6001000,-0.088,1,59974000,1,0,23777000,1841986000,0,0,1014415000,342074700,-6000000,0,1000,0,0,1000,0,0,-6001000,0,7512000,7512000,7512000,0,0,0.125,28685000,31289000,11173000,0,17.232,27.865,27.778,873632000,0,5,1.439,1.43,0,16655000,59974000,59974000,0,330000,5768000,1,68414940,68027000,68101000,0.882,1034266000,0,0,58269000,15.204,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,DRE,Q,INDUSTRIAL,Duke Realty,Carmel,IN,2000-06-30,2020-05-02,2000-08-11,$7.34,- ,- ,- ,,0,5729836000,21.184,-71236000,41717000,41717000,137435000,57774000,0.974,2349696000,2349696000,0,35664000,36261000,0.046,0,57774000,93438000,0.459,93438000,57774000,57774000,0.36,0.36,0.36,2681859000,2681859000,5541139224,25,15.374,25371000,0.2,1,66014000,0.324,0,0,8037815000,0,0,2612426000,3233160224,3804000,9120000,3434000,73639000,-49374000,4518000,-97321000,-16652000,96607000,0,57774000,45525000,45525000,0,0,0.224,4510000,61504000,68873000,0,1.206,18.263,17.832,5302166000,12249000,25.5,4.302,4.295,92626000,-86515000,203449000,203449000,0,0,4510000,1,126790597,126597000,147181000,1.607,5729836000,0,0,56698000,45.26,,,,,,,,,,,2000,6,2,2000-2
2000-06-30,SPG,Q,MALL,Simon Property Group,Indianapolis,IN,2000-06-30,2020-02-28,2000-08-11,$7.77,- ,- ,- ,,-973000,13979224000,18.09,-113100000,136821000,136821000,144790000,77984000,2.992,8805667000,8805667000,0,100862000,0,0.081,0.505,243031000,343893000,0.706,343893000,243031000,87201000,0.24,0.24,0.24,3142944000,3142944000,12979230404,14,9.569,50952000,0.293,1,342609000,0.703,38970000,155830000,22609100000,0,1697347000,9404019000,4310384404,18900000,149829000,292000,-38745000,-129388000,-181881000,36729000,0,164052000,0,87201000,51730000,51730000,0,-9217000,0.106,120111000,222498000,434373000,2.104,1.371,21.681,26.677,11591999000,35471000,24.81,2.204,2.204,239117000,-657102000,487399000,487399000,0,0,15196000,1,173735768,173735768,,2.805,13940254000,0,0,0,80.238,,,,,,,,,,,2000,6,2,2000-2
2000-07-31,GTY,Q,NET LEASE,Getty Realty Corporation,New York,NY,2000-06-30,2020-02-28,2000-09-13,$2.37,$2.31,$0.06 ,2.70%,,0,256336000,10.333,-239000,521000,521000,3064000,3257000,0.943,52239000,52239000,0,2503000,0,0.043,0.15,6554000,9057000,0.608,9057000,6554000,5574000,0.16,0.16,0.16,131922000,131922000,198298650,7,5.085,2431000,0.19,1,11821000,0.794,0,980000,308054000,0,0,124414000,146580650,-10000,0,-1442000,1389000,-3190000,-3243000,563000,0,2670000,0,3257000,1982000,1982000,0,0,0.133,5267000,6554000,10056000,0.938,1.111,15.304,16.056,236335000,1275000,11.56,2.352,2.368,5872000,3366000,14885000,14885000,0,0,1076000,1,12679987,12767000,12767000,1.166,256336000,0,2317000,36877000,20.078,,,,,,,,,,,2000,7,3,2000-3
2000-09-30,HST,Q,LODGING,Host Hotels & Resorts,Bethesda,MD,2000-09-30,2020-02-25,2000-10-23,$6.01,$4.90,$1.12 ,22.78%,,1000000,8188000000,5.645,-86000000,343000000,343000000,69000000,-17000000,4.84,4829000000,4829000000,0,75000000,0,0.084,0.23,87000000,162000000,0.678,162000000,87000000,-13000000,-0.09,-0.09,-0.09,1247000000,1247000000,6737154532,11,7.315,91000000,0.412,1,170000000,0.711,0,100000000,12674000000,0,99000000,6035000000,2251154532,33000000,0,1000000,-7000000,-52000000,-59000000,-85000000,1000000,177000000,0,-17000000,-22000000,-22000000,0,0,-0.092,79000000,91000000,147000000,-2.556,1.805,12.369,12.131,7101000000,5000000,10.19,1.607,1.607,244000000,-774000000,239000000,239000000,0,0,7000000,1,220918011,220918011,,1.082,8188000000,0,4000000,48000000,37.064,,,,,,,,,,,2000,9,3,2000-3
2000-09-30,CPT,Q,RESIDENTIAL,Camden Property Trust,Houston,TX,2000-09-30,2020-03-06,2000-11-13,$11.14,$10.36,$0.77 ,7.47%,,0,2434417000,25.801,100134000,18743000,18743000,39369000,30546000,1.262,1132846000,1132846000,0,23700000,0,0.095,0.563,48186000,71886000,0.702,71886000,48186000,30546000,0.74,0.72,0.74,981727000,981727000,2230764611,16,9.373,147680000,3.881,1,63026000,0.616,0,17640000,3548520000,0,0,1238823000,1116661611,10384000,-1497000,0,-84283000,-28614000,-113088000,75926000,-22384000,47546000,0,30546000,28203000,28203000,0,0,0.275,26626000,36400000,43073000,0.761,1.137,17.545,17.584,2322449000,2343000,29.19,2.796,2.782,4379000,-145958000,102395000,102395000,0,0,2926000,1,38254937,38050000,44746000,2.691,2434417000,0,0,28898000,63.979,,,,,,,,,,,2000,9,3,2000-3
2000-09-30,PEI,Q,MALL,PREIT,Philadelphia,PA,2000-09-30,2020-03-16,2000-11-14,$57.04,- ,- ,- ,,0,571048000,10.602,-2401000,9084000,9084000,8048000,6162000,2.997,371706000,371706000,0,3676000,3211000,0.103,0.47,11892000,15568000,0.658,15568000,11892000,6162000,0.46,0.46,0.46,142873000,142873000,608563727,11,8.589,9673000,0.718,1,15609000,0.66,0,5730000,933670000,0,29120000,428175000,245941727,187000,-2750000,564000,92000,-6283000,-6736000,-5151000,0,12074000,0,6162000,6162000,6162000,0,0,0.26,3227000,12382000,0,1.022,1.721,7.563,7.48,509261000,0,18.25,2.462,2.462,6993000,-16820000,23657000,23657000,0,0,939000,1,13476259,13476259,,1.755,571048000,0,0,0,42.374,,,,,,,,,,,2000,9,3,2000-3
2000-09-30,DRE,Q,INDUSTRIAL,Duke Realty,Carmel,IN,2000-09-30,2020-05-02,2000-11-13,$8.05,$7.34,$0.71 ,9.67%,,0,5625895000,21.149,-60859000,41287000,41287000,140825000,57392000,0.931,2200765000,2200765000,0,36528000,33629000,0.088,0.86,57392000,93920000,0.452,93920000,57392000,57392000,0.36,0.35,0.36,2686168000,2686168000,5085135167,22,13.718,66054000,0.52,1,66838000,0.322,0,0,7785373000,0,0,2501634000,2925657167,-430000,0,8857000,-70781000,-54595000,-141764000,14421000,-8239000,126913000,0,57392000,45149000,45149000,0,0,0.217,5825000,61013000,92985000,2.389,1.089,16.189,15.931,5272035000,12243000,22.94,3.734,3.719,102905000,-95961000,207663000,207663000,0,0,5825000,1,127535186,127010000,147916000,1.635,5625895000,0,0,66922000,44.295,,,,,,,,,,,2000,9,3,2000-3
